     ?column?     | prov_cd |  substr  | count |       sum       |      sum       |       sum       |      sum      
 RMM10020230205 |     100 | 20230205 |    24 |  19361.000000 | 0.000000 | 0.000000
 RMM37120230201 |     371 | 20230201 |    24 |  36937.000000 | 8.000000 | 0.000000
 RMM21020230205 |     210 | 20230205 |    24 |  21548.000000 | 0.000000 | 0.000000
 RMM57120230204 |     571 | 20230204 |    24 |  32275.000000 | 0.000000 | 0.000000
 RMM27020230210 |     270 | 20230210 |     6 |   1786.000000 | 0.000000 | 0.000000
 RMM59120230201 |     591 | 20230201 |    24 |  16668.000000 | 0.000000 | 0.000000
 RMM24020230204 |     240 | 20230204 |    24 |   9275.000000 | 2.000000 | 0.000000
 RMM77120230201 |     771 | 20230201 |    24 |  30128.000000 | 0.000000 | 0.000000
 RMM10020230206 |     100 | 20230206 |    24 |  23416.000000 | 0.000000 | 0.000000
 RMM25020230208 |     250 | 20230208 |    24 |  52552.000000 | 0.000000 | 0.000000
 RMM27020230207 |     270 | 20230207 |    24 |  37647.000000 | 0.000000 | 0.000000
 RMM85120230209 |     851 | 20230209 |    24 |  48348.000000 | 0.000000 | 0.000000
 RMM43120230204 |     431 | 20230204 |    24 |   7280.000000 | 0.000000 | 0.000000
 RMM31120230208 |     311 | 20230208 |    24 |  20743.000000 | 0.000000 | 0.000000
 RMM25020230204 |     250 | 20230204 |    24 |  49097.000000 | 0.000000 | 0.000000
 RMM97120230205 |     971 | 20230205 |    24 |   6437.000000 | 0.000000 | 0.000000
 RMM31120230209 |     311 | 20230209 |    24 |  21919.000000 | 1.000000 | 0.000000
 RMM21020230201 |     210 | 20230201 |    24 |  22457.000000 | 0.000000 | 0.000000
 RMM77120230207 |     771 | 20230207 |    24 |  32641.000000 | 0.000000 | 0.000000
 RMM53120230204 |     531 | 20230204 |    24 |  30929.000000 | 3.000000 | 0.000000
 RMM47120230203 |     471 | 20230203 |    24 |   8676.000000 | 0.000000 | 0.000000
 RMM23020230208 |     230 | 20230208 |    24 |  19199.000000 | 0.000000 | 0.000000
 RMM97120230210 |     971 | 20230210 |     4 |    359.000000 | 0.000000 | 0.000000
 RMM35120230205 |     351 | 20230205 |    24 |  13769.000000 | 0.000000 | 0.000000
 RMM89120230209 |     891 | 20230209 |    24 |   6594.000000 | 0.000000 | 0.000000
 RMM93120230201 |     931 | 20230201 |    24 |  14736.000000 | 1.000000 | 0.000000
 RMM59120230203 |     591 | 20230203 |    24 |  17858.000000 | 0.000000 | 0.000000
 RMM97120230204 |     971 | 20230204 |    24 |   6243.000000 | 0.000000 | 0.000000
 RMM77120230208 |     771 | 20230208 |    24 |  32918.000000 | 0.000000 | 0.000000
 RMM37120230207 |     371 | 20230207 |    24 |  38401.000000 | 0.000000 | 0.000000
 RMM85120230210 |     851 | 20230210 |     5 |   2041.000000 | 0.000000 | 0.000000
 RMM43120230205 |     431 | 20230205 |    24 |   7524.000000 | 0.000000 | 0.000000
 RMM25020230210 |     250 | 20230210 |     6 |   2751.000000 | 0.000000 | 0.000000
 RMM24020230206 |     240 | 20230206 |    24 |  10594.000000 | 0.000000 | 0.000000
 RMM37120230202 |     371 | 20230202 |    24 |  37237.000000 | 0.000000 | 0.000000
 RMM29020230202 |     290 | 20230202 |    24 |  22641.000000 | 0.000000 | 0.000000
 RMM45120230201 |     451 | 20230201 |    24 |   8270.000000 | 1.000000 | 0.000000
 RMM28020230201 |     280 | 20230201 |    24 |  39676.000000 | 3.000000 | 0.000000
 RMM89820230205 |     898 | 20230205 |    24 |  11370.000000 | 0.000000 | 0.000000
 RMM89120230203 |     891 | 20230203 |    24 |   5494.000000 | 0.000000 | 0.000000
 RMM85120230203 |     851 | 20230203 |    24 |  37302.000000 | 0.000000 | 0.000000
 RMM31120230210 |     311 | 20230210 |     5 |   1073.000000 | 0.000000 | 0.000000
 RMM29020230206 |     290 | 20230206 |    20 |  20580.000000 | 1.000000 | 0.000000
 RMM73120230210 |     731 | 20230210 |     5 |   2001.000000 | 0.000000 | 0.000000
 RMM99120230202 |     991 | 20230202 |    24 |  26918.000000 | 1.000000 | 0.000000
 RMM27020230205 |     270 | 20230205 |    24 |  28631.000000 | 0.000000 | 0.000000
 RMM73120230209 |     731 | 20230209 |    24 |  39998.000000 | 0.000000 | 0.000000
 RMM93120230209 |     931 | 20230209 |    24 |  17006.000000 | 0.000000 | 0.000000
 RMM57120230206 |     571 | 20230206 |    24 |  39211.000000 | 0.000000 | 0.000000
 RMM95120230208 |     951 | 20230208 |    24 |   6922.000000 | 0.000000 | 0.000000
 RMM89120230207 |     891 | 20230207 |    24 |   6194.000000 | 0.000000 | 0.000000
 RMM25020230206 |     250 | 20230206 |    24 |  53596.000000 | 1.000000 | 0.000000
 RMM20020230206 |     200 | 20230206 |    24 | 105718.000000 | 1.000000 | 0.000000
 RMM29020230209 |     290 | 20230209 |    24 |  25561.000000 | 0.000000 | 0.000000
 RMM20020230205 |     200 | 20230205 |    24 |  91449.000000 | 0.000000 | 0.000000
 RMM22020230206 |     220 | 20230206 |    24 |   5927.000000 | 2.000000 | 0.000000
 RMM22020230201 |     220 | 20230201 |    24 |   5275.000000 | 0.000000 | 0.000000
 RMM53120230203 |     531 | 20230203 |    24 |  31677.000000 | 0.000000 | 0.000000
 RMM35120230210 |     351 | 20230210 |     4 |    768.000000 | 0.000000 | 0.000000
 RMM20020230204 |     200 | 20230204 |    24 |  96795.000000 | 1.000000 | 0.000000
 RMM79120230203 |     791 | 20230203 |    24 |  17046.000000 | 0.000000 | 0.000000
 RMM59120230207 |     591 | 20230207 |    24 |  19535.000000 | 0.000000 | 0.000000
 RMM21020230209 |     210 | 20230209 |    24 |  27201.000000 | 0.000000 | 0.000000
 RMM93120230202 |     931 | 20230202 |    24 |  14732.000000 | 0.000000 | 0.000000
 RMM77120230203 |     771 | 20230203 |    24 |  31410.000000 | 0.000000 | 0.000000
 RMM31120230202 |     311 | 20230202 |    24 |  20142.000000 | 0.000000 | 0.000000
 RMM29020230208 |     290 | 20230208 |    24 |  26795.000000 | 0.000000 | 0.000000
 RMM21020230210 |     210 | 20230210 |     6 |   1034.000000 | 0.000000 | 0.000000
 RMM47120230205 |     471 | 20230205 |    24 |   8275.000000 | 0.000000 | 0.000000
 RMM28020230202 |     280 | 20230202 |    24 |  41164.000000 | 2.000000 | 0.000000
 RMM55120230209 |     551 | 20230209 |    24 |  36295.000000 | 0.000000 | 0.000000
 RMM35120230208 |     351 | 20230208 |    24 |  14458.000000 | 0.000000 | 0.000000
 RMM97120230201 |     971 | 20230201 |    24 |   7083.000000 | 0.000000 | 0.000000
 RMM27020230209 |     270 | 20230209 |    24 |  38516.000000 | 0.000000 | 0.000000
 RMM87120230209 |     871 | 20230209 |    24 |  42399.000000 | 0.000000 | 0.000000
 RMM25020230202 |     250 | 20230202 |    24 |  47956.000000 | 1.000000 | 0.000000
 RMM95120230206 |     951 | 20230206 |    24 |   7214.000000 | 2.000000 | 0.000000
 RMM10020230203 |     100 | 20230203 |    24 |  20723.000000 | 0.000000 | 0.000000
 RMM79120230206 |     791 | 20230206 |    24 |  18333.000000 | 0.000000 | 0.000000
 RMM20020230207 |     200 | 20230207 |    24 | 106984.000000 | 0.000000 | 0.000000
 RMM89820230209 |     898 | 20230209 |    24 |  14047.000000 | 0.000000 | 0.000000
 RMM35120230209 |     351 | 20230209 |    24 |  14007.000000 | 0.000000 | 0.000000
 RMM22020230205 |     220 | 20230205 |    24 |   5068.000000 | 0.000000 | 0.000000
 RMM21020230207 |     210 | 20230207 |    24 |  26774.000000 | 0.000000 | 0.000000
 RMM10020230208 |     100 | 20230208 |    24 |  22703.000000 | 0.000000 | 0.000000
 RMM45120230210 |     451 | 20230210 |     5 |    539.000000 | 0.000000 | 0.000000
 RMM21020230203 |     210 | 20230203 |    24 |  24229.000000 | 0.000000 | 0.000000
 RMM87120230201 |     871 | 20230201 |    24 |  36625.000000 | 0.000000 | 0.000000
 RMM31120230205 |     311 | 20230205 |    24 |  19909.000000 | 3.000000 | 0.000000
 RMM87120230205 |     871 | 20230205 |    24 |  34245.000000 | 2.000000 | 0.000000
 RMM59120230208 |     591 | 20230208 |    24 |  19395.000000 | 0.000000 | 0.000000
 RMM27020230202 |     270 | 20230202 |    24 |  30835.000000 | 1.000000 | 0.000000
 RMM73120230201 |     731 | 20230201 |    24 |  33151.000000 | 0.000000 | 0.000000
 RMM97120230208 |     971 | 20230208 |    24 |   6681.000000 | 0.000000 | 0.000000
 RMM99120230208 |     991 | 20230208 |    24 |  27685.000000 | 0.000000 | 0.000000
 RMM55120230207 |     551 | 20230207 |    24 |  36920.000000 | 0.000000 | 0.000000
 RMM85120230205 |     851 | 20230205 |    24 |  27350.000000 | 2.000000 | 0.000000
 RMM47120230207 |     471 | 20230207 |    24 |   9219.000000 | 0.000000 | 0.000000
 RMM21020230204 |     210 | 20230204 |    24 |  21704.000000 | 0.000000 | 0.000000
 RMM99120230207 |     991 | 20230207 |    24 |  28656.000000 | 0.000000 | 0.000000
 RMM93120230208 |     931 | 20230208 |    24 |  17014.000000 | 0.000000 | 0.000000
 RMM37120230206 |     371 | 20230206 |    24 |  39050.000000 | 2.000000 | 0.000000
 RMM99120230209 |     991 | 20230209 |    24 |  28957.000000 | 0.000000 | 0.000000
 RMM20020230208 |     200 | 20230208 |    24 | 107121.000000 | 0.000000 | 0.000000
 RMM55120230201 |     551 | 20230201 |    24 |  28882.000000 | 0.000000 | 0.000000
 RMM73120230204 |     731 | 20230204 |    24 |  33527.000000 | 0.000000 | 0.000000
 RMM95120230207 |     951 | 20230207 |    24 |   7033.000000 | 0.000000 | 0.000000
 RMM22020230207 |     220 | 20230207 |    24 |   5767.000000 | 0.000000 | 0.000000
 RMM55120230203 |     551 | 20230203 |    24 |  32918.000000 | 1.000000 | 0.000000
 RMM29020230205 |     290 | 20230205 |    23 |  22458.000000 | 0.000000 | 0.000000
 RMM47120230206 |     471 | 20230206 |    24 |   9018.000000 | 0.000000 | 0.000000
 RMM79120230210 |     791 | 20230210 |     5 |    906.000000 | 0.000000 | 0.000000
 RMM20020230203 |     200 | 20230203 |    24 | 100366.000000 | 2.000000 | 0.000000
 RMM55120230204 |     551 | 20230204 |    24 |  31877.000000 | 2.000000 | 0.000000
 RMM87120230210 |     871 | 20230210 |     5 |   2070.000000 | 0.000000 | 0.000000
 RMM23020230201 |     230 | 20230201 |    24 |  18077.000000 | 0.000000 | 0.000000
 RMM29020230207 |     290 | 20230207 |    22 |  26257.000000 | 0.000000 | 0.000000
 RMM43120230206 |     431 | 20230206 |    24 |  10095.000000 | 0.000000 | 0.000000
 RMM20020230210 |     200 | 20230210 |     6 |   6712.000000 | 0.000000 | 0.000000
 RMM25020230207 |     250 | 20230207 |    24 |  53862.000000 | 0.000000 | 0.000000
 RMM47120230208 |     471 | 20230208 |    24 |   9657.000000 | 0.000000 | 0.000000
 RMM97120230206 |     971 | 20230206 |    24 |   7197.000000 | 0.000000 | 0.000000
 RMM23020230207 |     230 | 20230207 |    24 |  19926.000000 | 0.000000 | 0.000000
 RMM53120230206 |     531 | 20230206 |    24 |  32175.000000 | 3.000000 | 0.000000
 RMM97120230207 |     971 | 20230207 |    24 |   7780.000000 | 0.000000 | 0.000000
 RMM22020230202 |     220 | 20230202 |    24 |   4933.000000 | 2.000000 | 0.000000
 RMM45120230208 |     451 | 20230208 |    24 |   8813.000000 | 0.000000 | 0.000000
 RMM53120230205 |     531 | 20230205 |    24 |  29836.000000 | 0.000000 | 0.000000
 RMM95120230209 |     951 | 20230209 |    24 |   7375.000000 | 0.000000 | 0.000000
 RMM89820230207 |     898 | 20230207 |    24 |  13726.000000 | 0.000000 | 0.000000
 RMM99120230204 |     991 | 20230204 |    24 |  23226.000000 | 0.000000 | 0.000000
 RMM29020230204 |     290 | 20230204 |    21 |  19424.000000 | 1.000000 | 0.000000
 RMM77120230205 |     771 | 20230205 |    24 |  30163.000000 | 0.000000 | 0.000000
 RMM47120230209 |     471 | 20230209 |    24 |   9619.000000 | 0.000000 | 0.000000
 RMM24020230205 |     240 | 20230205 |    24 |   9689.000000 | 1.000000 | 0.000000
 RMM21020230202 |     210 | 20230202 |    24 |  23291.000000 | 0.000000 | 0.000000
 RMM77120230209 |     771 | 20230209 |    24 |  34928.000000 | 1.000000 | 0.000000
 RMM35120230206 |     351 | 20230206 |    24 |  14396.000000 | 0.000000 | 0.000000
 RMM43120230209 |     431 | 20230209 |    24 |   8597.000000 | 0.000000 | 0.000000
 RMM59120230206 |     591 | 20230206 |    24 |  19487.000000 | 0.000000 | 0.000000
 RMM89820230203 |     898 | 20230203 |    24 |  11349.000000 | 0.000000 | 0.000000
 RMM97120230202 |     971 | 20230202 |    24 |   6507.000000 | 0.000000 | 0.000000
 RMM87120230203 |     871 | 20230203 |    24 |  37402.000000 | 4.000000 | 0.000000
 RMM95120230201 |     951 | 20230201 |    24 |   6151.000000 | 0.000000 | 0.000000
 RMM53120230207 |     531 | 20230207 |    24 |  32725.000000 | 0.000000 | 0.000000
 RMM23020230205 |     230 | 20230205 |    24 |  17172.000000 | 0.000000 | 0.000000
 RMM93120230205 |     931 | 20230205 |    24 |  14002.000000 | 0.000000 | 0.000000
 RMM97120230203 |     971 | 20230203 |    24 |   6424.000000 | 0.000000 | 0.000000
 RMM24020230208 |     240 | 20230208 |    24 |  10702.000000 | 0.000000 | 0.000000
 RMM57120230210 |     571 | 20230210 |     5 |   1432.000000 | 0.000000 | 0.000000
 RMM45120230202 |     451 | 20230202 |    24 |   8232.000000 | 0.000000 | 0.000000
 RMM25020230209 |     250 | 20230209 |    24 |  53210.000000 | 0.000000 | 0.000000
 RMM95120230203 |     951 | 20230203 |    24 |   6244.000000 | 0.000000 | 0.000000
 RMM85120230204 |     851 | 20230204 |    24 |  30142.000000 | 1.000000 | 0.000000
 RMM59120230204 |     591 | 20230204 |    24 |  17370.000000 | 2.000000 | 0.000000
 RMM23020230206 |     230 | 20230206 |    24 |  19399.000000 | 2.000000 | 0.000000
 RMM45120230207 |     451 | 20230207 |    24 |   9287.000000 | 0.000000 | 0.000000
 RMM73120230208 |     731 | 20230208 |    24 |  39652.000000 | 0.000000 | 0.000000
 RMM95120230204 |     951 | 20230204 |    24 |   5795.000000 | 0.000000 | 0.000000
 RMM89120230205 |     891 | 20230205 |    24 |   4735.000000 | 0.000000 | 0.000000
 RMM85120230201 |     851 | 20230201 |    24 |  34166.000000 | 0.000000 | 0.000000
 RMM89120230210 |     891 | 20230210 |     4 |    442.000000 | 0.000000 | 0.000000
 RMM77120230206 |     771 | 20230206 |    24 |  34087.000000 | 0.000000 | 0.000000
 RMM79120230208 |     791 | 20230208 |    24 |  18915.000000 | 0.000000 | 0.000000
 RMM53120230208 |     531 | 20230208 |    24 |  31422.000000 | 0.000000 | 0.000000
 RMM57120230207 |     571 | 20230207 |    24 |  40243.000000 | 0.000000 | 0.000000
 RMM59120230209 |     591 | 20230209 |    22 |  18262.000000 | 0.000000 | 0.000000
 RMM31120230204 |     311 | 20230204 |    24 |  19533.000000 | 1.000000 | 1.000000
 RMM93120230207 |     931 | 20230207 |    24 |  16474.000000 | 0.000000 | 0.000000
 RMM53120230202 |     531 | 20230202 |    24 |  30850.000000 | 0.000000 | 0.000000
 RMM23020230203 |     230 | 20230203 |    24 |  18761.000000 | 0.000000 | 0.000000
 RMM28020230204 |     280 | 20230204 |    24 |  38813.000000 | 2.000000 | 0.000000
 RMM21020230208 |     210 | 20230208 |    24 |  26948.000000 | 1.000000 | 0.000000
 RMM99120230201 |     991 | 20230201 |    24 |  26218.000000 | 0.000000 | 0.000000
 RMM95120230210 |     951 | 20230210 |     5 |    417.000000 | 0.000000 | 0.000000
 RMM47120230201 |     471 | 20230201 |    24 |   8485.000000 | 0.000000 | 0.000000
 RMM23020230204 |     230 | 20230204 |    24 |  18183.000000 | 0.000000 | 0.000000
 RMM89820230206 |     898 | 20230206 |    24 |  13166.000000 | 1.000000 | 0.000000
 RMM24020230210 |     240 | 20230210 |     6 |    666.000000 | 0.000000 | 0.000000
 RMM57120230202 |     571 | 20230202 |    24 |  33465.000000 | 3.000000 | 0.000000
 RMM37120230205 |     371 | 20230205 |    24 |  37401.000000 | 2.000000 | 0.000000
 RMM29020230201 |     290 | 20230201 |    22 |  22251.000000 | 2.000000 | 0.000000
 RMM57120230209 |     571 | 20230209 |    24 |  42296.000000 | 0.000000 | 0.000000
 RMM73120230206 |     731 | 20230206 |    24 |  39558.000000 | 0.000000 | 0.000000
 RMM31120230203 |     311 | 20230203 |    24 |  20870.000000 | 2.000000 | 0.000000
 RMM93120230206 |     931 | 20230206 |    24 |  16685.000000 | 0.000000 | 0.000000
 RMM28020230205 |     280 | 20230205 |    24 |  39133.000000 | 0.000000 | 0.000000
 RMM79120230205 |     791 | 20230205 |    24 |  15793.000000 | 1.000000 | 0.000000
 RMM89820230202 |     898 | 20230202 |    24 |  10769.000000 | 0.000000 | 0.000000
 RMM79120230209 |     791 | 20230209 |    24 |  20096.000000 | 0.000000 | 0.000000
 RMM45120230204 |     451 | 20230204 |    24 |   7713.000000 | 0.000000 | 0.000000
 RMM35120230207 |     351 | 20230207 |    24 |  14157.000000 | 0.000000 | 0.000000
 RMM89820230208 |     898 | 20230208 |    24 |  13376.000000 | 0.000000 | 0.000000
 RMM47120230210 |     471 | 20230210 |     5 |    387.000000 | 0.000000 | 0.000000
 RMM57120230203 |     571 | 20230203 |    24 |  34715.000000 | 0.000000 | 0.000000
 RMM99120230205 |     991 | 20230205 |    24 |  26035.000000 | 0.000000 | 0.000000
 RMM53120230201 |     531 | 20230201 |    24 |  30584.000000 | 1.000000 | 0.000000
 RMM95120230205 |     951 | 20230205 |    24 |   6036.000000 | 0.000000 | 0.000000
 RMM31120230201 |     311 | 20230201 |    24 |  20372.000000 | 1.000000 | 1.000000
 RMM87120230204 |     871 | 20230204 |    24 |  35330.000000 | 2.000000 | 0.000000
 RMM35120230201 |     351 | 20230201 |    24 |  14726.000000 | 0.000000 | 0.000000
 RMM10020230207 |     100 | 20230207 |    24 |  22882.000000 | 0.000000 | 0.000000
 RMM24020230203 |     240 | 20230203 |    24 |  10527.000000 | 1.000000 | 0.000000
 RMM79120230207 |     791 | 20230207 |    24 |  19009.000000 | 0.000000 | 0.000000
 RMM10020230201 |     100 | 20230201 |    24 |  20044.000000 | 0.000000 | 0.000000
 RMM27020230208 |     270 | 20230208 |    24 |  35516.000000 | 0.000000 | 0.000000
 RMM23020230202 |     230 | 20230202 |    24 |  18546.000000 | 0.000000 | 0.000000
 RMM55120230205 |     551 | 20230205 |    24 |  28622.000000 | 2.000000 | 0.000000
 RMM28020230209 |     280 | 20230209 |    24 |  46795.000000 | 1.000000 | 0.000000
 RMM99120230210 |     991 | 20230210 |     5 |   2452.000000 | 0.000000 | 0.000000
 RMM35120230204 |     351 | 20230204 |    24 |  13760.000000 | 0.000000 | 0.000000
 RMM22020230203 |     220 | 20230203 |    24 |   5354.000000 | 0.000000 | 0.000000
 RMM20020230209 |     200 | 20230209 |    24 | 110473.000000 | 0.000000 | 0.000000
 RMM57120230208 |     571 | 20230208 |    24 |  40172.000000 | 1.000000 | 0.000000
 RMM93120230204 |     931 | 20230204 |    24 |  13855.000000 | 0.000000 | 0.000000
 RMM77120230202 |     771 | 20230202 |    24 |  30759.000000 | 2.000000 | 0.000000
 RMM89120230208 |     891 | 20230208 |    24 |   5840.000000 | 0.000000 | 0.000000
 RMM57120230205 |     571 | 20230205 |    24 |  33627.000000 | 1.000000 | 0.000000
 RMM85120230206 |     851 | 20230206 |    24 |  39829.000000 | 0.000000 | 0.000000
 RMM85120230202 |     851 | 20230202 |    24 |  34754.000000 | 0.000000 | 0.000000
 RMM89120230204 |     891 | 20230204 |    24 |   4754.000000 | 0.000000 | 0.000000
 RMM87120230207 |     871 | 20230207 |    24 |  40475.000000 | 0.000000 | 0.000000
 RMM23020230210 |     230 | 20230210 |     6 |   1180.000000 | 0.000000 | 0.000000
 RMM22020230209 |     220 | 20230209 |    24 |   5800.000000 | 0.000000 | 0.000000
 RMM23020230209 |     230 | 20230209 |    24 |  19684.000000 | 0.000000 | 0.000000
 RMM27020230203 |     270 | 20230203 |    24 |  33105.000000 | 0.000000 | 0.000000
 RMM20020230202 |     200 | 20230202 |    24 |  93564.000000 | 0.000000 | 0.000000
 RMM43120230201 |     431 | 20230201 |    24 |   7099.000000 | 0.000000 | 0.000000
 RMM37120230204 |     371 | 20230204 |    24 |  35810.000000 | 0.000000 | 0.000000
 RMM77120230210 |     771 | 20230210 |     5 |   2124.000000 | 0.000000 | 0.000000
 RMM47120230204 |     471 | 20230204 |    24 |   7884.000000 | 0.000000 | 0.000000
 RMM22020230210 |     220 | 20230210 |     6 |    423.000000 | 0.000000 | 0.000000
 RMM35120230202 |     351 | 20230202 |    24 |  13495.000000 | 0.000000 | 0.000000
 RMM93120230203 |     931 | 20230203 |    24 |  14789.000000 | 0.000000 | 0.000000
 RMM47120230202 |     471 | 20230202 |    24 |   8430.000000 | 0.000000 | 0.000000
 RMM79120230201 |     791 | 20230201 |    24 |  15863.000000 | 0.000000 | 0.000000
 RMM87120230208 |     871 | 20230208 |    24 |  42225.000000 | 0.000000 | 0.000000
 RMM28020230208 |     280 | 20230208 |    24 |  45964.000000 | 0.000000 | 0.000000
 RMM95120230202 |     951 | 20230202 |    24 |   5754.000000 | 0.000000 | 0.000000
 RMM89820230204 |     898 | 20230204 |    24 |  10817.000000 | 1.000000 | 0.000000
 RMM43120230208 |     431 | 20230208 |    24 |   7699.000000 | 0.000000 | 0.000000
 RMM89820230210 |     898 | 20230210 |     4 |    860.000000 | 0.000000 | 0.000000
 RMM73120230205 |     731 | 20230205 |    24 |  32939.000000 | 0.000000 | 0.000000
 RMM20020230201 |     200 | 20230201 |    24 |  87980.000000 | 2.000000 | 0.000000
 RMM89120230201 |     891 | 20230201 |    24 |   5573.000000 | 0.000000 | 0.000000
 RMM79120230204 |     791 | 20230204 |    24 |  17161.000000 | 0.000000 | 0.000000
 RMM25020230201 |     250 | 20230201 |    24 |  46517.000000 | 3.000000 | 0.000000
 RMM59120230202 |     591 | 20230202 |    24 |  17455.000000 | 0.000000 | 0.000000
 RMM99120230206 |     991 | 20230206 |    24 |  27511.000000 | 0.000000 | 0.000000
 RMM10020230210 |     100 | 20230210 |     5 |   1778.000000 | 0.000000 | 0.000000
 RMM27020230206 |     270 | 20230206 |    24 |  37465.000000 | 2.000000 | 0.000000
 RMM85120230208 |     851 | 20230208 |    24 |  44401.000000 | 0.000000 | 0.000000
 RMM59120230205 |     591 | 20230205 |    24 |  17787.000000 | 2.000000 | 0.000000
 RMM43120230202 |     431 | 20230202 |    24 |   7215.000000 | 1.000000 | 0.000000
 RMM79120230202 |     791 | 20230202 |    24 |  16412.000000 | 1.000000 | 0.000000
 RMM55120230206 |     551 | 20230206 |    24 |  36109.000000 | 0.000000 | 0.000000
 RMM37120230203 |     371 | 20230203 |    24 |  37869.000000 | 1.000000 | 0.000000
 RMM28020230207 |     280 | 20230207 |    24 |  44982.000000 | 0.000000 | 0.000000
 RMM73120230202 |     731 | 20230202 |    24 |  33866.000000 | 0.000000 | 0.000000
 RMM35120230203 |     351 | 20230203 |    24 |  13451.000000 | 0.000000 | 0.000000
 RMM24020230201 |     240 | 20230201 |    24 |  10075.000000 | 0.000000 | 0.000000
 RMM57120230201 |     571 | 20230201 |    24 |  32361.000000 | 0.000000 | 0.000000
 RMM29020230203 |     290 | 20230203 |    20 |  16049.000000 | 0.000000 | 0.000000
 RMM97120230209 |     971 | 20230209 |    24 |   7128.000000 | 0.000000 | 0.000000
 RMM85120230207 |     851 | 20230207 |    24 |  44023.000000 | 0.000000 | 0.000000
 RMM37120230209 |     371 | 20230209 |    24 |  39070.000000 | 0.000000 | 0.000000
(309 rows)

